customer_id,customer_type,signup_date
134,occasional,2025-01-25
135,occasional,2025-03-16
136,occasional,2025-01-23
137,occasional,2025-02-26
138,occasional,2025-06-29
139,occasional,2025-05-06
140,occasional,2025-03-28
141,occasional,2025-01-31
142,frequent,2025-03-05
143,occasional,2025-02-02
144,occasional,2025-01-02
145,frequent,2025-01-18
146,frequent,2025-06-24
147,occasional,2025-06-10
148,occasional,2025-03-25
149,frequent,2025-02-04
150,frequent,2025-06-28
151,occasional,2025-04-24
152,frequent,2025-05-26
153,frequent,2025-04-20
154,occasional,2025-03-29
155,occasional,2025-03-13
156,frequent,2025-05-05
157,occasional,2025-01-30
158,occasional,2025-06-21
159,frequent,2025-02-22
160,occasional,2025-05-18
161,occasional,2025-03-28
162,occasional,2025-06-29
163,occasional,2025-06-26
164,occasional,2025-05-19
165,frequent,2025-06-13
166,occasional,2025-06-10
167,occasional,2025-06-24
168,frequent,2025-01-13
169,frequent,2025-02-09
170,occasional,2025-03-30
171,occasional,2025-03-09
172,frequent,2025-02-11
173,occasional,2025-05-27
174,frequent,2025-04-04
175,occasional,2025-01-19
176,frequent,2025-01-23
177,occasional,2025-02-23
178,occasional,2025-03-06
179,occasional,2025-05-20
180,frequent,2025-01-24
181,occasional,2025-02-03
182,frequent,2025-02-22
183,occasional,2025-05-16
184,occasional,2025-01-18
185,frequent,2025-02-26
186,occasional,2025-04-22
187,occasional,2025-01-05
188,occasional,2025-06-03
189,occasional,2025-06-07
190,frequent,2025-01-13
191,frequent,2025-03-24
192,occasional,2025-01-29
193,occasional,2025-01-03
194,occasional,2025-03-31
195,occasional,2025-04-14
196,occasional,2025-05-03
197,occasional,2025-03-17
198,occasional,2025-05-10
199,occasional,2025-04-18
200,occasional,2025-06-05
201,occasional,2025-03-23
202,frequent,2025-03-18
203,frequent,2025-01-02
204,occasional,2025-05-07
205,occasional,2025-05-15
206,frequent,2025-01-26
207,frequent,2025-03-29
208,occasional,2025-01-16
209,frequent,2025-05-31
210,frequent,2025-06-17
211,occasional,2025-03-14
212,occasional,2025-02-01
213,occasional,2025-01-15
214,frequent,2025-05-21
215,occasional,2025-01-05
216,frequent,2025-03-15
217,occasional,2025-02-21
218,occasional,2025-03-18
219,occasional,2025-06-18
220,occasional,2025-04-20
221,occasional,2025-06-27
222,occasional,2025-05-23
223,frequent,2025-04-16
224,occasional,2025-05-07
225,frequent,2025-01-07
226,frequent,2025-02-09
227,occasional,2025-06-05
228,occasional,2025-06-09
229,occasional,2025-04-09
230,occasional,2025-05-23
231,occasional,2025-03-26
232,occasional,2025-03-06
233,occasional,2025-05-12
234,occasional,2025-01-11
235,frequent,2025-04-18
236,occasional,2025-01-26
237,frequent,2025-06-14
238,frequent,2025-05-31
239,occasional,2025-03-26
240,frequent,2025-06-17
241,occasional,2025-05-31
242,occasional,2025-05-03
243,occasional,2025-05-24
244,occasional,2025-03-09
245,frequent,2025-04-14
246,occasional,2025-03-21
247,occasional,2025-06-08
248,occasional,2025-02-22
249,occasional,2025-04-16
250,occasional,2025-06-02
251,frequent,2025-02-13
252,occasional,2025-05-20
253,occasional,2025-03-31
254,occasional,2025-04-11
255,frequent,2025-04-07
256,occasional,2025-01-09
257,occasional,2025-01-12
258,occasional,2025-03-10
259,occasional,2025-01-28
260,frequent,2025-02-25
261,occasional,2025-04-09
262,occasional,2025-04-20
263,frequent,2025-03-18
264,occasional,2025-04-13
265,occasional,2025-04-16
266,occasional,2025-04-19
267,occasional,2025-04-22
268,occasional,2025-02-27
269,occasional,2025-03-19
270,frequent,2025-03-16
271,occasional,2025-02-11
272,occasional,2025-06-15
273,occasional,2025-03-09
274,occasional,2025-02-02
275,occasional,2025-03-12
276,occasional,2025-02-25
277,occasional,2025-04-15
278,occasional,2025-04-11
279,occasional,2025-02-20
280,occasional,2025-03-15
281,occasional,2025-06-20
282,occasional,2025-05-01
283,occasional,2025-05-23
284,frequent,2025-06-15
285,occasional,2025-05-23
286,frequent,2025-01-05
287,occasional,2025-03-24
288,occasional,2025-02-20
289,frequent,2025-01-10
290,occasional,2025-05-20
291,frequent,2025-01-04
292,frequent,2025-04-05
293,occasional,2025-05-26
294,occasional,2025-03-21
295,frequent,2025-02-05
296,occasional,2025-01-25
297,occasional,2025-04-08
298,frequent,2025-06-13
299,occasional,2025-04-11
300,frequent,2025-01-09
301,frequent,2025-03-02
302,occasional,2025-02-22
303,occasional,2025-05-26
304,occasional,2025-06-20
305,occasional,2025-06-12
306,occasional,2025-03-04
307,occasional,2025-05-01
308,occasional,2025-04-15
309,occasional,2025-01-04
310,frequent,2025-04-03
311,occasional,2025-06-18
312,frequent,2025-06-22
313,frequent,2025-06-27
314,occasional,2025-01-28
315,occasional,2025-06-19
316,occasional,2025-03-21
317,occasional,2025-03-17
318,frequent,2025-04-26
319,frequent,2025-03-10
320,frequent,2025-04-08
321,occasional,2025-01-01
322,occasional,2025-06-16
323,occasional,2025-04-06
324,frequent,2025-01-17
325,occasional,2025-04-22
326,occasional,2025-04-01
327,occasional,2025-03-29
328,occasional,2025-06-12
329,occasional,2025-06-23
330,frequent,2025-06-19
331,occasional,2025-06-16
332,occasional,2025-03-31
333,frequent,2025-02-18
334,frequent,2025-02-07
335,frequent,2025-05-31
336,frequent,2025-05-30
337,occasional,2025-05-12
338,occasional,2025-06-26
339,occasional,2025-02-28
340,frequent,2025-03-09
341,occasional,2025-05-10
342,occasional,2025-02-18
343,frequent,2025-05-06
344,occasional,2025-06-08
345,occasional,2025-04-21
346,occasional,2025-06-17
347,occasional,2025-02-17
348,frequent,2025-02-20
349,occasional,2025-02-12
350,occasional,2025-04-08
351,occasional,2025-06-26
352,occasional,2025-05-04
353,occasional,2025-03-21
354,frequent,2025-04-21
355,frequent,2025-05-23
356,occasional,2025-01-27
357,frequent,2025-06-07
358,occasional,2025-06-13
359,occasional,2025-04-23
360,occasional,2025-03-27
361,occasional,2025-04-24
362,occasional,2025-05-04
363,occasional,2025-02-18
364,occasional,2025-03-17
365,occasional,2025-02-24
366,occasional,2025-02-25
367,occasional,2025-04-05
368,occasional,2025-02-13
369,frequent,2025-06-08
370,frequent,2025-03-28
371,frequent,2025-03-25
372,frequent,2025-05-31
373,frequent,2025-06-05
374,occasional,2025-01-16
375,frequent,2025-06-14
376,occasional,2025-05-29
377,occasional,2025-05-25
378,frequent,2025-02-06
379,occasional,2025-03-18
380,frequent,2025-05-27
381,frequent,2025-06-07
382,occasional,2025-02-14
383,occasional,2025-05-26
384,occasional,2025-03-03
385,occasional,2025-06-13
386,occasional,2025-04-10
387,frequent,2025-02-21
388,frequent,2025-01-19
389,occasional,2025-04-19
390,occasional,2025-02-13
391,occasional,2025-01-07
392,occasional,2025-06-21
393,occasional,2025-04-27
394,occasional,2025-03-09
395,occasional,2025-02-03
396,occasional,2025-03-10
397,occasional,2025-02-24
398,occasional,2025-01-10
399,occasional,2025-02-11
400,occasional,2025-02-10
401,frequent,2025-05-02
402,occasional,2025-05-18
403,occasional,2025-01-10
404,occasional,2025-04-12
405,occasional,2025-05-08
406,occasional,2025-06-28
407,occasional,2025-05-29
408,frequent,2025-05-16
409,occasional,2025-04-02
410,frequent,2025-04-23
411,occasional,2025-03-19
412,occasional,2025-03-26
413,occasional,2025-01-30
414,occasional,2025-02-18
415,occasional,2025-01-09
416,occasional,2025-05-25
417,frequent,2025-03-10
418,occasional,2025-02-27
419,occasional,2025-03-03
420,occasional,2025-02-21
421,occasional,2025-02-09
422,occasional,2025-06-15
423,frequent,2025-06-20
424,occasional,2025-03-04
425,frequent,2025-05-27
426,occasional,2025-02-19
427,occasional,2025-06-10
428,occasional,2025-05-21
429,occasional,2025-03-19
430,frequent,2025-04-07
431,frequent,2025-02-12
432,occasional,2025-06-26
433,occasional,2025-02-05
434,frequent,2025-05-02
435,frequent,2025-04-18
436,occasional,2025-01-10
437,frequent,2025-04-05
438,occasional,2025-01-06
439,occasional,2025-02-26
440,frequent,2025-05-09
441,frequent,2025-03-12
442,occasional,2025-01-21
443,occasional,2025-04-02
444,occasional,2025-05-07
445,occasional,2025-03-21
446,occasional,2025-02-25
447,occasional,2025-04-26
448,occasional,2025-05-28
449,occasional,2025-01-25
450,frequent,2025-06-05
451,occasional,2025-01-05
452,occasional,2025-04-30
453,occasional,2025-01-21
454,occasional,2025-01-18
455,frequent,2025-06-24
456,occasional,2025-02-26
457,frequent,2025-04-03
458,occasional,2025-01-19
459,frequent,2025-05-08
460,frequent,2025-04-07
461,frequent,2025-05-11
462,occasional,2025-06-19
463,occasional,2025-01-21
464,occasional,2025-02-09
465,occasional,2025-03-08
466,occasional,2025-06-02
467,frequent,2025-05-07
468,occasional,2025-02-24
469,frequent,2025-06-29
470,occasional,2025-06-21
471,frequent,2025-04-19
472,occasional,2025-04-08
473,frequent,2025-04-22
474,occasional,2025-04-25
475,occasional,2025-04-27
476,occasional,2025-03-28
477,frequent,2025-03-22
478,occasional,2025-03-07
479,occasional,2025-01-19
480,occasional,2025-05-15
481,occasional,2025-04-28
482,occasional,2025-02-11
483,occasional,2025-02-11
484,occasional,2025-02-28
485,occasional,2025-01-20
486,occasional,2025-03-14
487,frequent,2025-01-17
488,frequent,2025-01-27
489,occasional,2025-06-24
490,occasional,2025-01-02
491,occasional,2025-03-04
492,occasional,2025-03-03
493,frequent,2025-04-10
494,frequent,2025-01-19
495,occasional,2025-01-17
496,occasional,2025-03-10
497,occasional,2025-06-16
498,frequent,2025-04-27
499,occasional,2025-03-22
500,occasional,2025-02-08
501,occasional,2025-02-05
502,occasional,2025-06-17
503,occasional,2025-06-22
504,occasional,2025-05-12
505,occasional,2025-06-02
506,frequent,2025-06-07
507,occasional,2025-01-29
508,occasional,2025-02-20
509,occasional,2025-06-01
510,occasional,2025-01-14
511,occasional,2025-03-10
512,occasional,2025-05-26
513,occasional,2025-06-19
514,occasional,2025-02-26
515,frequent,2025-01-12
516,frequent,2025-01-17
517,occasional,2025-01-30
518,occasional,2025-03-29
519,occasional,2025-04-09
520,frequent,2025-01-23
521,occasional,2025-05-09
522,occasional,2025-03-20
523,occasional,2025-02-01
524,occasional,2025-01-09
525,occasional,2025-01-15
526,occasional,2025-06-05
527,occasional,2025-06-01
528,frequent,2025-06-12
529,frequent,2025-01-27
530,occasional,2025-04-19
531,occasional,2025-03-17
532,occasional,2025-05-28
533,occasional,2025-03-06
534,occasional,2025-06-26
535,occasional,2025-04-19
536,occasional,2025-05-09
537,occasional,2025-01-10
538,frequent,2025-02-16
539,occasional,2025-05-03
540,frequent,2025-02-28
541,occasional,2025-04-06
542,occasional,2025-04-13
543,frequent,2025-05-04
544,occasional,2025-03-27
545,occasional,2025-05-26
546,occasional,2025-04-22
547,frequent,2025-06-23
548,occasional,2025-06-09
549,occasional,2025-01-27
550,occasional,2025-01-18
551,occasional,2025-06-16
552,occasional,2025-06-26
553,occasional,2025-03-23
554,occasional,2025-06-21
555,occasional,2025-03-13
556,occasional,2025-02-23
557,frequent,2025-06-11
558,frequent,2025-03-12
559,occasional,2025-06-13
560,occasional,2025-05-26
561,occasional,2025-02-07
562,frequent,2025-05-17
563,frequent,2025-06-28
564,frequent,2025-02-04
565,occasional,2025-03-23
566,occasional,2025-05-13
567,occasional,2025-05-22
568,occasional,2025-06-07
569,occasional,2025-01-04
570,occasional,2025-06-16
571,occasional,2025-06-02
572,occasional,2025-06-05
573,occasional,2025-05-30
574,occasional,2025-06-08
575,occasional,2025-01-23
576,occasional,2025-02-17
577,frequent,2025-05-28
578,occasional,2025-05-05
579,occasional,2025-06-15
580,frequent,2025-02-24
581,occasional,2025-03-09
582,occasional,2025-03-29
583,occasional,2025-01-01
584,occasional,2025-05-15
585,occasional,2025-04-05
586,frequent,2025-05-20
587,frequent,2025-04-16
588,frequent,2025-05-13
589,frequent,2025-04-18
590,frequent,2025-06-27
591,frequent,2025-02-11
592,occasional,2025-04-12
593,frequent,2025-05-04
594,occasional,2025-05-20
595,occasional,2025-04-13
596,occasional,2025-05-26
597,occasional,2025-03-15
598,frequent,2025-04-18
599,frequent,2025-05-02
600,frequent,2025-01-17
601,frequent,2025-03-12
602,frequent,2025-03-03
603,frequent,2025-02-10
604,frequent,2025-04-29
605,frequent,2025-06-11
606,occasional,2025-02-14
607,frequent,2025-02-27
608,occasional,2025-06-28
609,occasional,2025-05-06
610,occasional,2025-06-11
611,frequent,2025-02-13
612,occasional,2025-01-15
613,occasional,2025-03-19
614,frequent,2025-03-11
615,occasional,2025-06-27
616,occasional,2025-04-11
617,frequent,2025-06-09
618,frequent,2025-01-03
619,occasional,2025-03-27
620,occasional,2025-03-15
621,frequent,2025-02-20
622,frequent,2025-03-08
623,occasional,2025-03-17
624,occasional,2025-04-03
625,occasional,2025-06-25
626,occasional,2025-05-25
627,occasional,2025-01-07
628,occasional,2025-01-13
629,frequent,2025-04-30
630,frequent,2025-03-07
631,occasional,2025-01-04
632,occasional,2025-05-18
633,occasional,2025-03-29
634,occasional,2025-01-17
635,frequent,2025-02-21
636,occasional,2025-05-14
637,occasional,2025-03-10
638,frequent,2025-05-17
639,frequent,2025-01-21
640,occasional,2025-01-24
641,frequent,2025-01-04
642,occasional,2025-06-01
643,frequent,2025-01-03
644,occasional,2025-03-09
645,frequent,2025-04-11
646,occasional,2025-06-17
647,occasional,2025-06-25
648,occasional,2025-02-23
649,occasional,2025-02-04
650,occasional,2025-02-25
651,frequent,2025-04-18
652,occasional,2025-02-09
653,occasional,2025-03-09
654,occasional,2025-02-15
655,occasional,2025-03-19
656,frequent,2025-05-21
657,frequent,2025-06-04
658,occasional,2025-01-06
659,occasional,2025-01-17
660,occasional,2025-06-13
661,occasional,2025-04-09
662,occasional,2025-03-22
663,occasional,2025-01-02
664,frequent,2025-03-18
665,frequent,2025-06-29
666,frequent,2025-03-07
667,frequent,2025-02-21
668,frequent,2025-04-02
669,frequent,2025-06-20
670,frequent,2025-01-22
671,frequent,2025-04-21
672,occasional,2025-04-17
673,frequent,2025-03-08
674,occasional,2025-05-20
675,occasional,2025-03-10
676,occasional,2025-03-25
677,frequent,2025-04-13
678,occasional,2025-02-08
679,occasional,2025-01-13
680,occasional,2025-02-10
681,occasional,2025-02-26
682,frequent,2025-01-12
683,frequent,2025-01-13
684,occasional,2025-04-30
685,occasional,2025-04-07
686,occasional,2025-02-26
687,occasional,2025-02-09
688,frequent,2025-04-28
689,occasional,2025-03-21
690,frequent,2025-05-08
691,occasional,2025-06-22
692,occasional,2025-02-04
693,occasional,2025-01-03
694,frequent,2025-04-30
695,frequent,2025-01-05
696,occasional,2025-01-11
697,frequent,2025-05-06
698,occasional,2025-03-12
699,frequent,2025-04-27
700,occasional,2025-05-18
701,occasional,2025-04-16
702,frequent,2025-04-26
703,occasional,2025-06-11
704,frequent,2025-03-08
705,frequent,2025-01-31
706,occasional,2025-03-16
707,occasional,2025-03-12
708,occasional,2025-03-07
709,frequent,2025-03-11
710,occasional,2025-02-10
711,occasional,2025-06-09
712,occasional,2025-01-20
713,occasional,2025-06-27
714,occasional,2025-06-02
715,occasional,2025-05-20
716,occasional,2025-02-08
717,occasional,2025-05-25
718,occasional,2025-02-14
719,frequent,2025-05-19
720,occasional,2025-03-11
721,occasional,2025-05-05
722,frequent,2025-05-31
723,frequent,2025-04-01
724,occasional,2025-03-11
725,occasional,2025-06-15
726,occasional,2025-05-10
727,frequent,2025-03-25
728,occasional,2025-03-30
729,frequent,2025-03-20
730,frequent,2025-04-23
731,frequent,2025-04-03
732,occasional,2025-03-13
733,occasional,2025-06-14
734,occasional,2025-02-18
735,occasional,2025-02-21
736,occasional,2025-02-02
737,occasional,2025-01-22
738,occasional,2025-04-24
739,occasional,2025-05-13
740,occasional,2025-01-18
741,occasional,2025-06-15
742,occasional,2025-04-28
743,occasional,2025-04-27
744,occasional,2025-02-06
745,frequent,2025-03-05
746,occasional,2025-05-18
747,occasional,2025-03-20
748,occasional,2025-06-19
749,occasional,2025-05-03
750,occasional,2025-06-25
751,frequent,2025-02-13
752,occasional,2025-03-23
753,occasional,2025-03-28
754,occasional,2025-01-16
755,frequent,2025-02-23
756,occasional,2025-04-12
757,occasional,2025-06-12
758,occasional,2025-04-08
759,occasional,2025-06-05
760,occasional,2025-01-02
761,frequent,2025-04-04
762,occasional,2025-05-21
763,frequent,2025-06-18
764,occasional,2025-02-28
765,frequent,2025-03-10
766,occasional,2025-04-29
767,occasional,2025-04-02
768,occasional,2025-02-14
769,occasional,2025-05-28
770,occasional,2025-01-24
771,frequent,2025-04-01
772,occasional,2025-04-04
773,frequent,2025-02-27
774,occasional,2025-06-04
775,occasional,2025-06-03
776,frequent,2025-05-08
777,frequent,2025-01-07
778,occasional,2025-06-19
779,occasional,2025-02-16
780,occasional,2025-02-22
781,occasional,2025-02-07
782,occasional,2025-02-22
783,frequent,2025-05-23
784,occasional,2025-06-03
785,frequent,2025-02-17
786,occasional,2025-04-05
787,occasional,2025-05-27
788,occasional,2025-05-17
789,occasional,2025-03-05
790,occasional,2025-04-03
791,frequent,2025-05-05
792,occasional,2025-06-28
793,occasional,2025-02-08
794,occasional,2025-01-04
795,frequent,2025-05-06
796,occasional,2025-01-03
797,occasional,2025-03-05
798,occasional,2025-01-29
799,occasional,2025-04-26
800,occasional,2025-01-11
801,occasional,2025-04-07
802,frequent,2025-04-12
803,occasional,2025-06-04
804,occasional,2025-01-21
805,occasional,2025-02-08
806,occasional,2025-04-12
807,occasional,2025-02-15
808,occasional,2025-03-07
809,occasional,2025-04-01
810,frequent,2025-06-13
811,occasional,2025-04-21
812,occasional,2025-03-23
813,frequent,2025-05-03
814,occasional,2025-04-09
815,occasional,2025-02-04
816,occasional,2025-06-08
817,occasional,2025-06-05
818,occasional,2025-04-13
819,frequent,2025-05-09
820,occasional,2025-01-25
821,occasional,2025-02-12
822,frequent,2025-03-25
823,occasional,2025-02-20
824,occasional,2025-05-10
825,occasional,2025-05-06
826,occasional,2025-03-10
827,occasional,2025-01-09
828,occasional,2025-01-02
829,occasional,2025-06-11
830,occasional,2025-06-08
831,frequent,2025-01-10
832,occasional,2025-04-24
833,frequent,2025-03-17
834,frequent,2025-06-13
835,occasional,2025-03-26
836,occasional,2025-02-18
837,occasional,2025-03-11
838,occasional,2025-06-26
839,occasional,2025-05-11
840,occasional,2025-05-13
841,frequent,2025-03-31
842,occasional,2025-01-26
843,frequent,2025-03-13
844,occasional,2025-01-05
845,frequent,2025-01-15
846,occasional,2025-05-03
847,frequent,2025-05-24
848,occasional,2025-01-01
849,occasional,2025-05-24
850,occasional,2025-06-14
851,frequent,2025-01-03
852,occasional,2025-06-29
853,frequent,2025-02-16
854,occasional,2025-04-05
855,frequent,2025-01-13
856,frequent,2025-04-30
857,frequent,2025-02-24
858,occasional,2025-05-29
859,occasional,2025-03-07
860,frequent,2025-06-04
861,occasional,2025-06-15
862,occasional,2025-03-31
863,occasional,2025-03-03
864,occasional,2025-04-12
865,occasional,2025-06-23
866,occasional,2025-05-19
867,frequent,2025-01-08
868,frequent,2025-04-07
869,occasional,2025-04-27
870,occasional,2025-03-05
871,occasional,2025-01-21
872,frequent,2025-04-25
873,occasional,2025-03-26
874,occasional,2025-01-20
875,frequent,2025-01-08
876,frequent,2025-02-27
877,occasional,2025-02-15
878,occasional,2025-01-31
879,frequent,2025-04-03
880,frequent,2025-01-09
881,frequent,2025-01-15
882,occasional,2025-04-04
883,frequent,2025-06-03
884,frequent,2025-05-18
885,occasional,2025-01-29
886,frequent,2025-03-21
887,occasional,2025-02-05
888,frequent,2025-03-25
889,frequent,2025-04-19
890,frequent,2025-04-28
891,occasional,2025-02-06
892,occasional,2025-03-27
893,occasional,2025-03-12
894,occasional,2025-05-31
895,occasional,2025-06-18
896,frequent,2025-04-03
897,frequent,2025-03-21
898,occasional,2025-04-12
899,frequent,2025-06-05
900,frequent,2025-06-25
901,frequent,2025-06-15
902,frequent,2025-06-08
903,frequent,2025-01-14
904,occasional,2025-04-27
905,occasional,2025-03-14
906,occasional,2025-04-01
907,occasional,2025-03-31
908,occasional,2025-01-29
909,frequent,2025-06-28
910,occasional,2025-02-18
911,occasional,2025-06-20
912,frequent,2025-03-13
913,occasional,2025-05-13
914,occasional,2025-02-11
915,occasional,2025-05-15
916,occasional,2025-02-11
917,frequent,2025-06-13
918,occasional,2025-04-15
919,occasional,2025-01-27
920,frequent,2025-02-27
921,occasional,2025-02-15
922,occasional,2025-03-07
923,occasional,2025-01-25
924,occasional,2025-03-14
925,occasional,2025-04-27
926,frequent,2025-06-04
927,frequent,2025-05-09
928,occasional,2025-03-28
929,occasional,2025-03-15
930,frequent,2025-06-19
931,frequent,2025-06-29
932,occasional,2025-06-02
933,occasional,2025-05-05
934,occasional,2025-03-08
935,frequent,2025-01-06
936,frequent,2025-05-05
937,frequent,2025-02-27
938,occasional,2025-03-11
939,frequent,2025-02-22
940,occasional,2025-03-07
941,frequent,2025-02-27
942,occasional,2025-03-23
943,occasional,2025-03-28
944,occasional,2025-01-02
945,frequent,2025-05-30
946,frequent,2025-02-06
947,frequent,2025-05-28
948,occasional,2025-04-13
949,occasional,2025-01-24
950,occasional,2025-04-22
951,occasional,2025-03-06
952,occasional,2025-05-09
953,frequent,2025-04-27
954,occasional,2025-04-26
955,occasional,2025-04-15
956,occasional,2025-01-03
957,occasional,2025-02-15
958,frequent,2025-02-24
959,frequent,2025-03-16
960,occasional,2025-02-14
961,frequent,2025-06-03
962,occasional,2025-03-18
963,frequent,2025-01-24
964,occasional,2025-02-04
965,frequent,2025-01-24
966,occasional,2025-01-28
967,occasional,2025-01-16
968,frequent,2025-02-28
969,occasional,2025-05-24
970,occasional,2025-01-15
971,occasional,2025-01-11
972,occasional,2025-03-20
973,occasional,2025-04-25
974,frequent,2025-03-09
975,frequent,2025-02-12
976,frequent,2025-03-10
977,occasional,2025-05-21
978,frequent,2025-05-18
979,occasional,2025-03-16
980,occasional,2025-04-13
981,occasional,2025-02-10
982,occasional,2025-06-27
983,frequent,2025-02-28
984,frequent,2025-02-08
985,occasional,2025-01-03
986,occasional,2025-01-07
987,occasional,2025-02-18
988,occasional,2025-01-26
989,frequent,2025-06-10
990,occasional,2025-04-11
991,occasional,2025-06-25
992,occasional,2025-03-20
993,frequent,2025-01-02
994,occasional,2025-05-07
995,occasional,2025-06-09
996,frequent,2025-05-12
997,occasional,2025-01-20
998,frequent,2025-04-27
999,occasional,2025-06-13
1000,occasional,2025-02-01
1001,frequent,2025-01-28
1002,occasional,2025-03-18
1003,occasional,2025-01-01
1004,occasional,2025-02-25
1005,occasional,2025-02-04
1006,occasional,2025-04-22
1007,occasional,2025-01-30
1008,occasional,2025-02-23
1009,frequent,2025-02-05
1010,occasional,2025-03-21
1011,frequent,2025-02-27
1012,occasional,2025-03-24
1013,occasional,2025-03-06
1014,frequent,2025-03-10
1015,occasional,2025-05-08
1016,occasional,2025-02-20
1017,frequent,2025-01-22
1018,occasional,2025-04-17
1019,occasional,2025-04-19
1020,frequent,2025-04-26
1021,occasional,2025-04-11
1022,frequent,2025-04-10
1023,occasional,2025-06-13
1024,occasional,2025-03-09
1025,occasional,2025-02-05
1026,occasional,2025-06-29
1027,occasional,2025-06-27
1028,occasional,2025-06-18
1029,occasional,2025-05-26
1030,occasional,2025-01-22
1031,frequent,2025-03-07
1032,occasional,2025-01-21
1033,frequent,2025-04-10
1034,frequent,2025-05-08
1035,frequent,2025-02-13
1036,occasional,2025-04-13
1037,occasional,2025-02-16
1038,occasional,2025-02-08
1039,frequent,2025-01-29
1040,occasional,2025-02-23
1041,occasional,2025-03-31
1042,occasional,2025-03-26
1043,occasional,2025-01-17
1044,occasional,2025-03-21
1045,occasional,2025-06-08
1046,occasional,2025-03-14
1047,frequent,2025-02-18
1048,frequent,2025-04-11
1049,occasional,2025-01-02
1050,frequent,2025-06-25
1051,occasional,2025-05-22
1052,occasional,2025-02-28
1053,occasional,2025-04-07
1054,occasional,2025-04-09
1055,occasional,2025-04-13
1056,occasional,2025-06-28
1057,occasional,2025-01-02
1058,occasional,2025-02-10
1059,occasional,2025-05-03
1060,occasional,2025-03-23
1061,occasional,2025-05-24
1062,occasional,2025-05-12
1063,occasional,2025-05-20
1064,occasional,2025-01-29
1065,occasional,2025-05-15
1066,occasional,2025-01-14
1067,frequent,2025-01-12
1068,frequent,2025-04-09
1069,occasional,2025-05-13
